"","stopid","displaystopid","shortname","fullname","shortnamelocalized","fullnamelocalized"
"9244","558661","558661","Templeboy","Templeboy (Opposite Church)","Teampall Baoith",""
"9245","558671","558671","Farniharpy","Farniharpy (Opposite Skreen Rd Jctn)","Farniharpy",""
"9246","558681","558681","Big Bog Cross","Big Bog Cross (Westbound)","X na Móna Móire",""
"9247","558691","558691","Skreen","Skreen (Opposite Graveyard)","",""
"9248","558711","558711","Dromard","Dromard (Fiddlers Elbow)","Fiddler's Elbow",""
"9249","558721","558721","Dunowla Cross","Dunowla Cross (Westbound)","Crosaire Dhún Abhla",""
"9250","558741","558741","Kilglass","Kilglass (Church)","Eagl. Chill Ghlais",""
"9251","558751","558751","Creggs Road Cross","Creggs Road Cross (Westbound)","",""
"9252","558761","558761","Sligo","Sligo (Opposite Sligo Park Hotel)","Sligeach",""
"9253","558771","558771","Ballytivnan Rd","Ballytivnan Rd (Opp St Johns Hospital)","",""
